Company_Name,Talk_E,Talk_S,Talk_G,Walk_E,Walk_S,Walk_G,Gap_E,Gap_S,Gap_G,Final_E,Final_S,Final_G,Final_ESG_Score,Confidence_Level,Risk_Flag
TATA TECHNOLOGIES CO,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
TATA TELESERVICES MAHARASHTR,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ADANI ENTERPRISES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
ACTION CONSTRUCTION EQUIPMEN,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
V-GUARD INDUSTRIES LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
CARBORUNDUM UNIVERSAL LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ADITYA BIRLA LIFESTYLE BRAND,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
TRIVENI ENGINEERING  INDUS,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
KALPATARU PROJECTS INTERNATI,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
ADITYA BIRLA REAL ESTATE LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Low,Low Disclosure | Low Coverage
3M INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,High,Low Disclosure
AEGIS LOGISTICS LTD,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.015000000000000006,0.015000000000000006,0.015000000000000006,1.5000000000000007,Medium,Low Disclosure
JKCEMENT_04072025181554_BRSR_Report,0.061799999999999994,0.0,0.2893,0.0,0.0,0.0,0.061799999999999994,0.0,0.2893,0.00927,0.0,0.043395,1.492755,Low,No Risk
LEELA PALACES HOTELS & RESORTS LTD,0.055,0.0,0.0998,0.0,0.0,0.0,0.055,0.0,0.0998,0.008250000000000002,0.0,0.014970000000000004,0.7372500000000002,Low,No Risk
ATHER ENERGY LTD_23_24_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,No Risk
NTPC Green Energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,No Risk
NARAYANA HRUDAYALAYA LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Coverage
SUPREME INDUSTRIES LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Coverage
